"id","idade","sexo","dependentes","escolaridade","estado_civil","salario_anual","tipo_cartao","meses_de_relacionamento","qtd_produtos","iteracoes_12m","meses_inativo_12m","limite_credito","valor_transacoes_12m","qtd_transacoes_12m"
"719,952,408.00","30.00","M","0.00","mestrado","casado","menos que $40K","blue","36.00","3.00","2.00","3.00","2,550.77","1,870.15","51.00"
"771,028,533.00","48.00","F","3.00","doutorado","casado","menos que $40K","silver","35.00","5.00","3.00","1.00","10,357.97","911.09","25.00"
"771,823,308.00","33.00","F","2.00","sem educacao formal","na","menos que $40K","blue","21.00","5.00","4.00","1.00","1,475.44","1,896.04","33.00"
"719,854,008.00","47.00","M","3.00","na","solteiro","$40K - $60K","blue","36.00","3.00","2.00","6.00","5,154.68","1,694.44","32.00"
"713,998,233.00","37.00","F","2.00","ensino medio","solteiro","menos que $40K","blue","36.00","6.00","4.00","2.00","3,586.79","2,780.79","57.00"
"714,746,358.00","38.00","M","3.00","na","casado","$60K - $80K","blue","28.00","3.00","2.00","1.00","4,646.04","2,234.74","35.00"
"713,574,708.00","39.00","M","3.00","graduacao","solteiro","$40K - $60K","blue","28.00","6.00","2.00","2.00","1,640.28","3,124.78","66.00"
"714,753,258.00","34.00","M","2.00","na","casado","$60K - $80K","blue","36.00","5.00","4.00","2.00","2,379.94","2,966.57","50.00"
"712,004,208.00","65.00","M","0.00","mestrado","solteiro","menos que $40K","blue","56.00","3.00","2.00","3.00","3,422.81","1,973.97","59.00"
"719,621,958.00","43.00","M","3.00","mestrado","na","$60K - $80K","blue","28.00","3.00","3.00","2.00","4,365.79","1,720.08","40.00"
"819,610,908.00","38.00","M","2.00","sem educacao formal","solteiro","$80K - $120K","blue","33.00","1.00","4.00","4.00","32,938.39","1,137.00","26.00"
"823,948,308.00","48.00","M","4.00","doutorado","na","$40K - $60K","blue","44.00","6.00","4.00","2.00","6,710.05","1,727.84","37.00"
"712,064,358.00","38.00","M","1.00","mestrado","casado","$60K - $80K","blue","36.00","6.00","4.00","3.00","2,507.44","1,999.00","34.00"
"816,013,383.00","65.00","F","0.00","mestrado","divorciado","menos que $40K","blue","56.00","3.00","3.00","6.00","6,184.02","1,712.60","27.00"
"758,765,808.00","36.00","F","2.00","na","casado","menos que $40K","blue","29.00","6.00","4.00","3.00","2,029.19","1,802.25","40.00"
"780,881,358.00","35.00","M","3.00","mestrado","solteiro","$40K - $60K","silver","17.00","6.00","2.00","3.00","16,659.50","2,551.32","74.00"
"709,422,183.00","58.00","F","1.00","mestrado","casado","menos que $40K","blue","46.00","4.00","2.00","2.00","2,203.77","1,788.43","45.00"
"779,951,058.00","54.00","F","3.00","ensino medio","casado","na","blue","38.00","4.00","4.00","2.00","5,122.39","1,908.34","39.00"
"809,941,233.00","53.00","M","1.00","mestrado","casado","$80K - $120K","blue","48.00","4.00","3.00","1.00","3,074.46","1,377.98","38.00"
"710,844,408.00","38.00","M","3.00","doutorado","casado","$60K - $80K","blue","36.00","4.00","2.00","3.00","2,584.10","1,843.85","28.00"
"819,002,508.00","31.00","M","1.00","na","solteiro","$40K - $60K","blue","26.00","4.00","2.00","1.00","2,037.82","2,563.37","64.00"
"807,141,183.00","34.00","M","1.00","mestrado","casado","$120K +","blue","29.00","4.00","2.00","3.00","14,938.39","1,930.66","36.00"
"711,119,358.00","38.00","M","3.00","na","casado","$60K - $80K","blue","31.00","6.00","2.00","1.00","2,014.44","2,460.81","52.00"
"808,273,533.00","39.00","M","2.00","ensino medio","solteiro","$60K - $80K","blue","34.00","3.00","3.00","4.00","1,818.60","2,054.43","55.00"
"716,297,658.00","37.00","M","2.00","mestrado","solteiro","$80K - $120K","blue","36.00","4.00","4.00","1.00","14,926.15","2,405.65","55.00"
"716,532,258.00","51.00","F","1.00","ensino medio","solteiro","menos que $40K","blue","43.00","4.00","2.00","3.00","2,827.56","3,291.44","55.00"
"720,540,708.00","53.00","F","3.00","sem educacao formal","casado","menos que $40K","blue","42.00","3.00","4.00","2.00","2,773.93","1,197.41","25.00"
"720,904,233.00","53.00","M","0.00","mestrado","casado","$80K - $120K","blue","41.00","3.00","2.00","3.00","16,033.42","1,158.14","31.00"
"720,863,133.00","65.00","M","1.00","mestrado","casado","menos que $40K","blue","54.00","5.00","4.00","3.00","3,213.45","1,855.62","39.00"
"714,957,108.00","33.00","F","3.00","ensino medio","divorciado","menos que $40K","blue","26.00","5.00","3.00","1.00","3,616.38","3,133.69","72.00"
"790,102,008.00","37.00","M","3.00","doutorado","solteiro","$60K - $80K","blue","30.00","6.00","3.00","1.00","5,924.93","3,305.71","80.00"
"781,933,983.00","47.00","M","4.00","mestrado","casado","$40K - $60K","blue","41.00","5.00","4.00","3.00","14,535.71","2,970.76","76.00"
"712,643,358.00","59.00","F","0.00","ensino medio","casado","menos que $40K","blue","49.00","6.00","4.00","2.00","2,833.83","1,335.07","23.00"
"716,686,158.00","59.00","F","0.00","doutorado","casado","menos que $40K","blue","49.00","5.00","3.00","2.00","1,479.99","1,621.73","32.00"
"806,894,133.00","34.00","F","3.00","doutorado","solteiro","na","blue","29.00","3.00","4.00","1.00","1,617.35","2,546.41","55.00"
"721,344,858.00","26.00","M","0.00","sem educacao formal","solteiro","menos que $40K","blue","13.00","4.00","4.00","4.00","2,237.69","2,192.55","36.00"
"813,230,208.00","45.00","M","4.00","graduacao","solteiro","$120K +","blue","40.00","3.00","3.00","3.00","2,900.46","4,686.93","64.00"
"716,835,033.00","54.00","F","2.00","mestrado","casado","na","blue","45.00","4.00","2.00","3.00","13,126.02","1,836.23","37.00"
"787,500,333.00","52.00","M","2.00","doutorado","solteiro","$80K - $120K","blue","40.00","6.00","3.00","1.00","8,695.54","2,030.49","58.00"
"768,582,033.00","47.00","M","3.00","ensino medio","casado","$40K - $60K","blue","41.00","6.00","4.00","3.00","6,692.24","3,902.94","76.00"
"713,992,158.00","57.00","F","4.00","na","casado","menos que $40K","blue","36.00","3.00","2.00","1.00","2,159.31","1,353.12","30.00"
"719,916,408.00","34.00","M","5.00","mestrado","casado","$60K - $80K","blue","27.00","5.00","2.00","2.00","2,501.74","1,850.11","34.00"
"789,433,758.00","36.00","M","0.00","graduacao","casado","$80K - $120K","blue","27.00","3.00","2.00","3.00","6,338.10","1,715.25","39.00"
"785,011,383.00","36.00","F","0.00","sem educacao formal","divorciado","$40K - $60K","blue","30.00","1.00","4.00","3.00","2,190.99","1,412.18","38.00"
"719,283,633.00","57.00","F","3.00","sem educacao formal","casado","$40K - $60K","blue","49.00","4.00","3.00","2.00","7,578.20","1,325.96","29.00"
"710,816,358.00","29.00","M","1.00","doutorado","casado","menos que $40K","blue","18.00","4.00","2.00","3.00","2,963.01","2,523.33","48.00"
"779,653,458.00","37.00","M","3.00","mestrado","casado","$80K - $120K","blue","20.00","3.00","3.00","3.00","8,260.38","2,323.64","47.00"
"716,382,708.00","46.00","F","2.00","mestrado","solteiro","menos que $40K","blue","36.00","3.00","3.00","4.00","8,309.29","1,165.03","35.00"
"710,387,583.00","55.00","M","0.00","ensino medio","casado","$80K - $120K","blue","35.00","5.00","4.00","1.00","3,864.92","1,018.86","32.00"
"718,772,133.00","56.00","M","3.00","mestrado","casado","$80K - $120K","blue","47.00","6.00","3.00","3.00","10,230.86","1,484.34","34.00"
"711,224,733.00","32.00","M","0.00","ensino medio","casado","$120K +","blue","27.00","3.00","4.00","3.00","22,382.75","695.31","10.00"
"718,360,083.00","39.00","M","4.00","sem educacao formal","casado","$120K +","blue","36.00","6.00","2.00","3.00","25,790.98","2,443.19","70.00"
"716,102,583.00","63.00","F","1.00","mestrado","casado","menos que $40K","blue","53.00","6.00","3.00","1.00","2,675.25","1,959.52","56.00"
"720,673,008.00","49.00","F","3.00","na","divorciado","menos que $40K","blue","38.00","3.00","4.00","3.00","1,652.35","1,771.45","47.00"
"708,459,633.00","38.00","M","2.00","ensino medio","casado","$60K - $80K","blue","26.00","4.00","3.00","1.00","5,815.24","1,604.68","42.00"
"712,868,733.00","60.00","M","0.00","sem educacao formal","casado","menos que $40K","blue","52.00","5.00","2.00","1.00","2,595.17","1,562.88","27.00"
"713,790,708.00","38.00","M","3.00","sem educacao formal","casado","$60K - $80K","blue","36.00","5.00","3.00","2.00","3,421.64","2,269.43","39.00"
"717,648,783.00","63.00","M","2.00","ensino medio","casado","$80K - $120K","blue","51.00","4.00","3.00","2.00","6,922.63","1,449.47","28.00"
"714,709,983.00","43.00","F","2.00","graduacao","casado","menos que $40K","blue","36.00","6.00","4.00","2.00","6,979.82","1,665.68","44.00"
"819,409,608.00","39.00","F","2.00","mestrado","casado","menos que $40K","blue","34.00","4.00","4.00","3.00","2,594.79","1,457.99","43.00"
"717,585,858.00","35.00","F","4.00","ensino medio","solteiro","na","blue","24.00","5.00","4.00","2.00","16,915.00","2,795.71","55.00"
"791,856,033.00","45.00","M","2.00","graduacao","divorciado","$80K - $120K","blue","39.00","3.00","4.00","4.00","34,516.73","1,041.56","27.00"
"714,474,483.00","35.00","F","1.00","mestrado","casado","$40K - $60K","blue","29.00","4.00","2.00","2.00","2,523.56","2,005.45","50.00"
"716,448,783.00","48.00","F","3.00","mestrado","casado","$40K - $60K","blue","39.00","2.00","3.00","4.00","6,235.65","1,225.43","34.00"
"711,065,133.00","26.00","M","1.00","ensino medio","solteiro","$40K - $60K","blue","13.00","6.00","4.00","2.00","1,473.78","2,099.29","39.00"
"713,769,258.00","36.00","M","3.00","graduacao","casado","$120K +","blue","26.00","3.00","3.00","2.00","17,116.02","2,547.11","45.00"
"712,288,158.00","37.00","M","2.00","graduacao","casado","$80K - $120K","blue","17.00","5.00","2.00","3.00","4,631.70","2,864.57","37.00"
"714,130,233.00","39.00","M","2.00","na","casado","$60K - $80K","blue","19.00","3.00","2.00","3.00","3,047.57","1,602.37","37.00"
"789,127,533.00","49.00","M","4.00","ensino medio","divorciado","$80K - $120K","blue","37.00","5.00","2.00","2.00","32,338.13","3,013.06","83.00"
"717,038,733.00","56.00","M","3.00","sem educacao formal","casado","$60K - $80K","blue","36.00","5.00","3.00","3.00","2,253.16","1,324.73","38.00"
"804,840,033.00","45.00","M","2.00","graduacao","casado","$60K - $80K","blue","38.00","4.00","4.00","6.00","16,611.51","1,960.04","48.00"
"709,363,383.00","34.00","M","2.00","ensino medio","solteiro","na","blue","36.00","3.00","2.00","4.00","22,886.61","2,652.40","61.00"
"789,760,233.00","29.00","M","0.00","na","divorciado","$80K - $120K","blue","14.00","6.00","3.00","3.00","3,544.52","2,435.64","63.00"
"712,058,958.00","28.00","M","0.00","ensino medio","solteiro","menos que $40K","blue","19.00","3.00","4.00","3.00","3,480.12","2,744.10","75.00"
"708,295,533.00","65.00","F","0.00","doutorado","casado","menos que $40K","blue","56.00","5.00","2.00","3.00","3,549.64","1,215.22","22.00"
"817,686,633.00","26.00","F","1.00","graduacao","solteiro","menos que $40K","blue","15.00","5.00","4.00","2.00","1,438.78","2,856.99","39.00"
"713,738,883.00","57.00","F","3.00","sem educacao formal","casado","menos que $40K","blue","36.00","6.00","3.00","2.00","3,136.05","1,260.07","34.00"
"721,310,283.00","47.00","M","3.00","mestrado","solteiro","$120K +","blue","36.00","6.00","4.00","2.00","34,516.19","1,804.19","32.00"
"803,132,733.00","54.00","F","1.00","mestrado","casado","menos que $40K","blue","48.00","4.00","2.00","3.00","6,814.49","1,339.06","30.00"
"779,852,133.00","48.00","M","2.00","na","casado","$120K +","silver","32.00","3.00","4.00","2.00","34,516.87","3,093.28","66.00"
"716,210,283.00","36.00","F","1.00","ensino medio","casado","na","blue","36.00","6.00","4.00","3.00","8,500.06","1,618.10","37.00"
"711,615,933.00","43.00","M","3.00","mestrado","casado","$80K - $120K","blue","33.00","3.00","2.00","3.00","28,170.37","1,013.54","28.00"
"785,311,158.00","54.00","F","2.00","mestrado","solteiro","menos que $40K","blue","48.00","6.00","4.00","1.00","6,610.43","3,328.43","69.00"
"717,267,108.00","37.00","M","1.00","graduacao","solteiro","$60K - $80K","blue","26.00","6.00","2.00","3.00","15,755.30","2,061.48","61.00"
"711,636,558.00","33.00","M","3.00","mestrado","casado","$80K - $120K","blue","36.00","5.00","4.00","3.00","2,711.14","1,567.81","42.00"
"717,504,258.00","38.00","M","2.00","graduacao","casado","$40K - $60K","blue","25.00","4.00","4.00","1.00","3,735.52","1,573.18","35.00"
"718,242,333.00","36.00","M","4.00","mestrado","solteiro","$80K - $120K","blue","36.00","5.00","2.00","3.00","10,216.70","2,568.19","69.00"
"771,844,458.00","40.00","F","3.00","mestrado","casado","na","blue","28.00","6.00","2.00","1.00","20,420.56","1,804.74","41.00"
"708,892,833.00","37.00","M","2.00","mestrado","casado","$120K +","blue","30.00","2.00","4.00","4.00","13,662.61","725.03","22.00"
"779,465,358.00","26.00","F","0.00","ensino medio","solteiro","na","blue","13.00","4.00","3.00","3.00","3,038.59","2,243.15","38.00"
"720,191,883.00","45.00","M","3.00","ensino medio","solteiro","$60K - $80K","blue","35.00","5.00","3.00","3.00","7,050.46","1,236.30","36.00"
"710,934,033.00","26.00","M","0.00","ensino medio","solteiro","menos que $40K","blue","13.00","6.00","4.00","1.00","1,775.18","2,169.34","43.00"
"714,473,658.00","42.00","M","3.00","mestrado","solteiro","$40K - $60K","blue","30.00","6.00","2.00","2.00","8,960.26","1,488.66","26.00"
"716,569,983.00","33.00","M","2.00","graduacao","casado","$80K - $120K","blue","36.00","3.00","2.00","1.00","2,355.64","1,765.86","27.00"
"789,833,583.00","57.00","F","4.00","ensino medio","casado","$40K - $60K","blue","47.00","5.00","4.00","2.00","6,803.46","1,476.64","30.00"
"818,923,158.00","55.00","M","2.00","mestrado","casado","$60K - $80K","blue","50.00","5.00","4.00","2.00","2,145.28","1,275.28","31.00"
"716,596,308.00","40.00","M","3.00","sem educacao formal","solteiro","$80K - $120K","blue","36.00","5.00","3.00","2.00","3,919.26","1,872.01","51.00"
"716,620,458.00","32.00","M","1.00","ensino medio","solteiro","menos que $40K","blue","23.00","3.00","3.00","2.00","4,500.55","2,439.01","63.00"
"710,251,608.00","62.00","F","1.00","ensino medio","casado","menos que $40K","blue","54.00","3.00","4.00","3.00","2,941.94","1,453.56","27.00"
"710,633,808.00","26.00","M","0.00","mestrado","solteiro","$60K - $80K","blue","13.00","3.00","3.00","3.00","7,102.92","2,411.25","41.00"
"719,318,583.00","37.00","M","3.00","ensino medio","casado","menos que $40K","blue","26.00","3.00","4.00","3.00","6,866.70","862.91","13.00"
"819,202,533.00","57.00","M","1.00","doutorado","casado","$80K - $120K","blue","52.00","3.00","3.00","2.00","10,378.39","1,306.84","32.00"
"827,360,883.00","47.00","F","3.00","ensino medio","casado","na","blue","43.00","4.00","2.00","3.00","13,473.25","1,593.98","46.00"
"771,196,083.00","47.00","M","4.00","mestrado","casado","$80K - $120K","blue","34.00","6.00","3.00","3.00","18,178.13","1,837.54","37.00"
"809,962,908.00","48.00","F","2.00","mestrado","solteiro","na","blue","43.00","5.00","4.00","3.00","8,171.96","1,909.71","52.00"
"788,965,683.00","49.00","F","4.00","sem educacao formal","casado","menos que $40K","blue","36.00","6.00","3.00","3.00","1,438.83","2,170.61","41.00"
"817,142,433.00","35.00","M","3.00","mestrado","casado","$80K - $120K","blue","20.00","5.00","4.00","3.00","8,082.96","1,725.35","29.00"
"716,993,058.00","57.00","M","3.00","na","divorciado","$60K - $80K","blue","48.00","5.00","3.00","2.00","24,589.92","4,291.31","78.00"
"771,040,758.00","62.00","F","0.00","mestrado","solteiro","na","silver","49.00","5.00","2.00","1.00","30,310.45","3,703.36","91.00"
"713,309,583.00","55.00","F","2.00","graduacao","casado","menos que $40K","blue","36.00","6.00","4.00","3.00","2,967.80","2,177.24","59.00"
"710,273,658.00","36.00","M","2.00","mestrado","casado","$60K - $80K","blue","17.00","5.00","3.00","2.00","3,092.44","2,883.89","61.00"
"771,429,408.00","54.00","M","1.00","ensino medio","casado","$80K - $120K","blue","42.00","5.00","2.00","3.00","1,618.11","1,515.06","31.00"
"719,452,308.00","30.00","F","0.00","mestrado","casado","menos que $40K","blue","23.00","5.00","3.00","2.00","2,498.35","2,048.09","35.00"
"818,908,833.00","46.00","M","3.00","mestrado","casado","$40K - $60K","blue","41.00","5.00","2.00","2.00","2,564.80","2,038.27","45.00"
"780,998,133.00","43.00","M","3.00","mestrado","casado","$80K - $120K","blue","34.00","3.00","4.00","4.00","10,540.39","1,980.48","45.00"
"801,726,933.00","34.00","M","2.00","mestrado","casado","$120K +","blue","28.00","4.00","3.00","3.00","13,384.13","1,899.32","33.00"
"788,474,658.00","55.00","M","3.00","mestrado","casado","$80K - $120K","blue","48.00","5.00","4.00","2.00","16,208.79","1,842.85","56.00"
"708,438,033.00","36.00","F","2.00","na","casado","menos que $40K","blue","27.00","3.00","4.00","3.00","3,049.91","2,617.73","48.00"
"710,562,258.00","44.00","M","1.00","mestrado","casado","$80K - $120K","blue","33.00","5.00","3.00","4.00","19,214.17","3,407.09","47.00"
"770,764,908.00","39.00","M","2.00","na","casado","$60K - $80K","blue","25.00","5.00","3.00","2.00","3,071.26","1,765.96","36.00"
"814,776,033.00","34.00","M","2.00","mestrado","solteiro","$80K - $120K","blue","29.00","3.00","3.00","1.00","13,395.43","2,650.58","69.00"
"715,057,383.00","40.00","M","3.00","mestrado","casado","$60K - $80K","blue","31.00","6.00","4.00","3.00","17,126.12","3,891.88","79.00"
"717,970,158.00","42.00","M","2.00","graduacao","solteiro","$60K - $80K","blue","36.00","5.00","2.00","3.00","8,083.38","3,942.18","84.00"
"715,168,008.00","36.00","M","3.00","mestrado","divorciado","$40K - $60K","blue","28.00","4.00","3.00","2.00","8,995.95","2,398.78","61.00"
"720,802,833.00","26.00","F","1.00","ensino medio","solteiro","menos que $40K","blue","13.00","3.00","3.00","2.00","2,404.95","2,692.07","63.00"
"789,370,383.00","42.00","M","1.00","ensino medio","casado","$40K - $60K","blue","32.00","4.00","2.00","2.00","2,807.12","1,346.93","26.00"
"711,782,733.00","55.00","M","0.00","mestrado","casado","$40K - $60K","blue","36.00","3.00","2.00","3.00","3,097.29","1,390.76","24.00"
"709,000,008.00","45.00","M","3.00","na","solteiro","$80K - $120K","blue","37.00","6.00","2.00","2.00","10,651.53","2,073.47","54.00"
"719,381,733.00","61.00","M","2.00","ensino medio","solteiro","$60K - $80K","blue","47.00","5.00","3.00","2.00","2,175.14","3,994.13","64.00"
"771,169,458.00","41.00","M","4.00","graduacao","casado","$120K +","blue","28.00","5.00","0.00","3.00","28,020.01","1,723.69","36.00"
"709,974,108.00","35.00","F","1.00","mestrado","solteiro","menos que $40K","blue","23.00","4.00","3.00","3.00","2,640.69","3,116.07","80.00"
"757,024,233.00","34.00","M","2.00","mestrado","solteiro","$120K +","blue","27.00","3.00","4.00","1.00","31,313.86","2,555.26","62.00"
"768,928,833.00","37.00","M","2.00","ensino medio","casado","$80K - $120K","blue","31.00","3.00","4.00","2.00","7,304.46","2,717.91","63.00"
"720,504,633.00","46.00","M","2.00","sem educacao formal","na","$60K - $80K","blue","32.00","6.00","3.00","2.00","3,254.13","967.76","24.00"
"812,441,358.00","26.00","M","1.00","graduacao","divorciado","$40K - $60K","blue","21.00","3.00","2.00","3.00","1,438.65","2,660.89","89.00"
"713,287,608.00","54.00","F","3.00","ensino medio","casado","menos que $40K","blue","41.00","5.00","4.00","4.00","3,161.25","2,412.06","62.00"
"711,357,858.00","47.00","F","3.00","mestrado","solteiro","menos que $40K","blue","36.00","5.00","4.00","3.00","7,246.31","777.75","13.00"
"715,478,733.00","56.00","F","5.00","mestrado","casado","menos que $40K","blue","36.00","5.00","4.00","4.00","3,088.30","2,292.65","54.00"
"780,382,008.00","42.00","F","4.00","na","solteiro","menos que $40K","silver","32.00","6.00","2.00","3.00","13,719.28","3,774.21","63.00"
"715,749,858.00","30.00","M","1.00","na","casado","$40K - $60K","blue","18.00","5.00","3.00","1.00","4,726.75","1,723.13","31.00"
"710,951,808.00","32.00","M","1.00","na","casado","menos que $40K","blue","36.00","5.00","3.00","3.00","6,100.37","1,668.34","32.00"
"713,469,333.00","40.00","M","2.00","ensino medio","solteiro","$80K - $120K","blue","28.00","6.00","4.00","2.00","19,279.21","1,777.67","56.00"
"719,243,808.00","33.00","F","1.00","mestrado","casado","menos que $40K","blue","20.00","3.00","4.00","2.00","3,792.24","1,888.94","39.00"
"772,202,058.00","64.00","M","0.00","mestrado","casado","menos que $40K","blue","53.00","3.00","4.00","3.00","2,084.28","1,597.48","37.00"
"711,346,383.00","33.00","M","1.00","ensino medio","solteiro","$80K - $120K","blue","28.00","4.00","3.00","3.00","34,516.18","2,804.64","70.00"
"711,405,333.00","52.00","M","3.00","doutorado","casado","$80K - $120K","blue","43.00","5.00","2.00","2.00","6,849.88","1,651.45","43.00"
"778,407,033.00","59.00","F","0.00","sem educacao formal","casado","menos que $40K","blue","39.00","6.00","4.00","3.00","2,417.27","2,367.77","50.00"
"714,862,083.00","41.00","F","4.00","sem educacao formal","solteiro","na","blue","33.00","6.00","3.00","4.00","5,802.91","3,386.99","53.00"
"711,199,008.00","38.00","M","2.00","na","casado","$40K - $60K","blue","31.00","3.00","2.00","2.00","2,919.58","2,399.96","57.00"
"709,858,533.00","29.00","M","2.00","mestrado","divorciado","menos que $40K","blue","20.00","4.00","2.00","1.00","2,462.87","2,320.65","57.00"
"718,627,458.00","43.00","F","3.00","doutorado","casado","na","blue","38.00","3.00","2.00","4.00","1,947.76","2,120.00","52.00"
"711,816,108.00","40.00","M","3.00","ensino medio","solteiro","$80K - $120K","blue","29.00","2.00","4.00","2.00","18,563.58","2,395.68","45.00"
"717,105,258.00","37.00","F","1.00","mestrado","casado","menos que $40K","blue","36.00","3.00","3.00","3.00","3,992.26","2,181.77","32.00"
"715,822,008.00","32.00","M","1.00","ensino medio","casado","menos que $40K","blue","14.00","4.00","2.00","2.00","3,568.67","1,913.48","35.00"
"714,971,583.00","36.00","M","2.00","mestrado","solteiro","$60K - $80K","blue","27.00","3.00","2.00","3.00","7,776.33","3,063.17","87.00"
"713,663,508.00","58.00","M","0.00","ensino medio","na","$40K - $60K","blue","42.00","3.00","3.00","2.00","1,438.31","1,088.65","22.00"
"709,025,583.00","53.00","M","3.00","ensino medio","casado","$80K - $120K","blue","36.00","3.00","3.00","3.00","9,355.73","1,138.35","38.00"
"812,809,083.00","37.00","F","3.00","na","solteiro","na","blue","32.00","3.00","4.00","4.00","19,636.49","2,595.19","58.00"
"714,073,983.00","47.00","M","2.00","na","solteiro","$40K - $60K","blue","36.00","6.00","3.00","3.00","7,327.73","1,788.81","46.00"
"789,297,558.00","36.00","M","1.00","sem educacao formal","solteiro","$120K +","blue","25.00","6.00","2.00","3.00","7,049.99","2,602.45","51.00"
"710,375,283.00","26.00","F","0.00","sem educacao formal","solteiro","$40K - $60K","blue","18.00","4.00","2.00","3.00","2,033.93","2,236.94","55.00"
"712,189,233.00","38.00","F","1.00","mestrado","casado","$40K - $60K","blue","20.00","5.00","3.00","1.00","5,153.12","3,095.49","63.00"
"713,767,383.00","32.00","F","0.00","ensino medio","casado","$40K - $60K","blue","22.00","4.00","2.00","2.00","2,062.95","2,397.65","41.00"
"797,414,733.00","37.00","F","3.00","mestrado","solteiro","menos que $40K","blue","31.00","3.00","4.00","3.00","2,005.21","2,439.16","61.00"
"712,452,033.00","26.00","M","1.00","na","solteiro","menos que $40K","blue","13.00","6.00","3.00","2.00","2,479.88","2,225.13","44.00"
"714,151,533.00","55.00","F","1.00","mestrado","casado","$40K - $60K","blue","46.00","5.00","4.00","4.00","4,589.49","1,569.25","33.00"
"720,440,583.00","35.00","M","2.00","na","casado","$80K - $120K","blue","36.00","6.00","2.00","2.00","2,263.38","1,927.28","47.00"
"787,494,783.00","58.00","M","3.00","ensino medio","casado","$60K - $80K","blue","46.00","5.00","2.00","3.00","8,184.35","2,140.99","49.00"
"819,966,033.00","32.00","M","0.00","mestrado","solteiro","na","blue","27.00","6.00","3.00","3.00","9,238.23","2,522.99","68.00"
"710,297,133.00","47.00","M","3.00","ensino medio","casado","$80K - $120K","blue","36.00","6.00","3.00","3.00","30,210.76","3,503.39","65.00"
"793,355,508.00","32.00","M","0.00","mestrado","solteiro","menos que $40K","blue","26.00","6.00","3.00","3.00","6,942.30","2,657.12","71.00"
"708,580,908.00","56.00","M","3.00","ensino medio","casado","$60K - $80K","blue","37.00","3.00","3.00","3.00","14,551.09","1,373.61","35.00"
"719,826,333.00","34.00","F","2.00","doutorado","solteiro","menos que $40K","blue","13.00","5.00","2.00","1.00","1,438.44","2,557.89","67.00"
"780,689,733.00","65.00","M","0.00","na","solteiro","na","blue","56.00","3.00","2.00","2.00","11,332.66","2,758.57","56.00"
"744,764,433.00","55.00","M","2.00","sem educacao formal","casado","$120K +","blue","48.00","5.00","3.00","2.00","30,967.98","1,473.66","35.00"
"714,902,283.00","43.00","M","0.00","ensino medio","casado","$80K - $120K","blue","36.00","5.00","3.00","3.00","7,866.76","2,843.72","53.00"
"789,309,558.00","31.00","M","2.00","graduacao","casado","menos que $40K","blue","21.00","6.00","4.00","2.00","2,718.87","2,570.69","49.00"
"713,188,383.00","54.00","F","1.00","graduacao","casado","menos que $40K","blue","36.00","4.00","4.00","2.00","3,084.76","1,446.01","22.00"
"719,506,983.00","52.00","M","3.00","mestrado","casado","$80K - $120K","blue","42.00","5.00","4.00","2.00","17,302.43","1,181.31","30.00"
"714,804,483.00","48.00","M","3.00","graduacao","divorciado","$40K - $60K","blue","36.00","3.00","3.00","3.00","12,159.91","1,426.96","34.00"
"748,503,708.00","54.00","F","1.00","ensino medio","solteiro","menos que $40K","blue","47.00","6.00","3.00","4.00","2,797.09","1,566.91","36.00"
"803,587,533.00","33.00","M","1.00","sem educacao formal","solteiro","$60K - $80K","blue","28.00","6.00","4.00","3.00","2,618.46","3,319.74","86.00"
"789,777,408.00","26.00","F","0.00","doutorado","solteiro","menos que $40K","blue","15.00","3.00","3.00","2.00","1,442.04","1,134.53","26.00"
"716,811,483.00","30.00","F","2.00","sem educacao formal","casado","menos que $40K","blue","24.00","4.00","1.00","2.00","2,063.10","1,859.25","43.00"
"714,118,383.00","49.00","F","5.00","mestrado","casado","menos que $40K","blue","43.00","4.00","3.00","2.00","8,154.24","2,223.42","72.00"
"720,532,908.00","36.00","F","2.00","na","divorciado","$40K - $60K","blue","20.00","4.00","2.00","3.00","9,735.18","2,967.44","80.00"
"765,055,833.00","56.00","M","4.00","na","casado","$80K - $120K","blue","49.00","3.00","2.00","4.00","4,310.31","1,645.28","33.00"
"715,310,208.00","53.00","M","3.00","sem educacao formal","casado","$80K - $120K","blue","36.00","3.00","1.00","3.00","11,450.04","2,197.52","45.00"
"718,577,958.00","39.00","M","2.00","sem educacao formal","casado","$120K +","blue","26.00","2.00","4.00","3.00","8,907.00","809.53","15.00"
"789,167,658.00","34.00","M","3.00","graduacao","casado","$60K - $80K","blue","23.00","5.00","2.00","3.00","4,245.82","1,534.35","34.00"
"789,987,183.00","53.00","M","2.00","graduacao","casado","$80K - $120K","blue","45.00","4.00","4.00","4.00","21,953.83","1,413.17","37.00"
"717,730,533.00","32.00","M","0.00","mestrado","solteiro","$40K - $60K","blue","21.00","6.00","3.00","1.00","1,614.50","2,659.02","63.00"
"708,668,283.00","39.00","M","2.00","mestrado","casado","$80K - $120K","blue","22.00","5.00","2.00","4.00","5,140.58","1,842.02","36.00"
"772,360,683.00","57.00","M","1.00","ensino medio","casado","$120K +","blue","46.00","3.00","4.00","3.00","31,762.57","1,515.92","36.00"
"712,500,933.00","48.00","F","4.00","mestrado","solteiro","na","blue","40.00","4.00","4.00","4.00","11,692.37","2,997.64","56.00"
"804,867,183.00","37.00","M","3.00","na","casado","$60K - $80K","blue","30.00","6.00","4.00","2.00","16,043.20","2,599.63","47.00"
