id,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
1770,34.00,F,3.00,na,casado,$40K - $60K,blue,29.00,3.00,4.00,2.00,"1,569.69","2,169.21",48.00
1771,37.00,M,3.00,sem educacao formal,solteiro,$80K - $120K,blue,26.00,4.00,2.00,2.00,"23,622.23","2,574.23",65.00
1772,53.00,M,3.00,sem educacao formal,casado,$40K - $60K,blue,40.00,6.00,3.00,3.00,"3,326.34","1,627.36",54.00
1773,38.00,M,2.00,sem educacao formal,casado,$40K - $60K,blue,31.00,4.00,3.00,3.00,"6,116.73","1,592.87",32.00
1774,38.00,M,1.00,sem educacao formal,casado,$80K - $120K,blue,25.00,6.00,3.00,1.00,"11,352.29","1,601.85",34.00
1775,28.00,F,.00,na,solteiro,menos que $40K,silver,36.00,4.00,4.00,3.00,"14,910.79","2,560.90",72.00
1776,39.00,F,.00,ensino medio,solteiro,na,blue,27.00,6.00,3.00,3.00,"17,531.32","4,563.50",61.00
1777,43.00,F,3.00,sem educacao formal,solteiro,menos que $40K,blue,29.00,3.00,3.00,2.00,"4,138.78","1,827.33",49.00
1778,36.00,M,2.00,graduacao,solteiro,$80K - $120K,blue,36.00,6.00,2.00,2.00,"8,374.79","2,472.91",65.00
1779,38.00,F,2.00,sem educacao formal,casado,menos que $40K,blue,28.00,3.00,3.00,3.00,"7,049.23","1,475.74",27.00
1780,37.00,M,1.00,mestrado,solteiro,$40K - $60K,blue,27.00,5.00,4.00,3.00,"3,851.41","2,349.63",61.00
1781,37.00,M,4.00,graduacao,solteiro,$60K - $80K,blue,30.00,5.00,4.00,1.00,"15,936.01","2,477.61",49.00
1782,29.00,F,.00,sem educacao formal,divorciado,menos que $40K,blue,19.00,5.00,4.00,4.00,"2,926.86","2,775.70",74.00
1783,51.00,M,3.00,ensino medio,casado,$60K - $80K,blue,36.00,3.00,4.00,2.00,"10,305.93","1,451.52",25.00
1784,54.00,M,1.00,graduacao,casado,$60K - $80K,blue,42.00,3.00,2.00,2.00,"2,987.37","1,617.30",35.00
1785,35.00,M,.00,ensino medio,solteiro,$80K - $120K,gold,29.00,6.00,3.00,2.00,"34,516.95","2,949.70",70.00
1786,38.00,F,2.00,graduacao,casado,$40K - $60K,blue,28.00,3.00,4.00,3.00,"6,275.35","1,585.84",43.00
1787,33.00,F,2.00,ensino medio,casado,menos que $40K,blue,27.00,3.00,3.00,2.00,"7,185.60","2,679.53",45.00
1788,45.00,F,1.00,sem educacao formal,solteiro,menos que $40K,blue,36.00,4.00,4.00,3.00,"3,281.24","1,779.19",47.00
1789,61.00,M,.00,mestrado,casado,$40K - $60K,blue,54.00,3.00,2.00,3.00,"3,077.57","1,523.11",30.00
1790,33.00,F,3.00,sem educacao formal,casado,menos que $40K,blue,16.00,6.00,4.00,1.00,"2,042.90","2,758.21",50.00
1791,55.00,M,4.00,ensino medio,solteiro,$60K - $80K,blue,51.00,4.00,4.00,1.00,"2,001.74","1,910.11",51.00
1792,34.00,F,2.00,mestrado,solteiro,menos que $40K,blue,36.00,4.00,4.00,3.00,"3,625.98","2,616.15",46.00
1793,58.00,M,4.00,ensino medio,casado,$40K - $60K,blue,47.00,6.00,4.00,3.00,"7,803.71","1,199.41",25.00
1794,38.00,F,4.00,mestrado,casado,menos que $40K,blue,30.00,3.00,2.00,1.00,"5,951.01","2,565.26",53.00
1795,59.00,M,1.00,graduacao,casado,$120K +,blue,50.00,1.00,4.00,5.00,"15,796.11","1,339.90",23.00
1796,57.00,M,4.00,na,solteiro,$80K - $120K,blue,36.00,5.00,4.00,3.00,"7,558.56","3,676.81",67.00
1797,55.00,M,1.00,ensino medio,casado,$60K - $80K,blue,46.00,6.00,3.00,1.00,"5,381.02","1,910.65",38.00
1798,63.00,M,.00,mestrado,casado,$60K - $80K,blue,55.00,4.00,4.00,1.00,"3,556.62","2,279.84",56.00
1799,60.00,M,1.00,ensino medio,casado,menos que $40K,blue,55.00,5.00,4.00,1.00,"2,661.97","1,354.79",25.00
1800,53.00,F,2.00,sem educacao formal,casado,menos que $40K,blue,36.00,6.00,4.00,1.00,"3,506.80","1,999.85",48.00
1801,35.00,M,3.00,ensino medio,casado,$60K - $80K,blue,24.00,3.00,2.00,2.00,"2,066.95","1,895.41",43.00
1802,53.00,M,1.00,na,casado,$120K +,blue,42.00,4.00,4.00,1.00,"8,329.79","1,570.92",56.00
1803,58.00,M,2.00,mestrado,casado,menos que $40K,blue,48.00,4.00,.00,1.00,"2,774.07","1,258.25",33.00
1804,33.00,F,1.00,doutorado,casado,na,blue,36.00,5.00,3.00,3.00,"4,134.89","2,475.06",52.00
1805,53.00,M,1.00,mestrado,casado,$80K - $120K,blue,36.00,5.00,2.00,2.00,"11,329.99","1,213.32",33.00
1806,59.00,M,1.00,doutorado,solteiro,$60K - $80K,blue,53.00,3.00,2.00,2.00,"9,055.42","1,755.88",45.00
1807,37.00,M,1.00,ensino medio,casado,$120K +,blue,32.00,6.00,2.00,2.00,"17,393.32","1,692.86",38.00
1808,50.00,F,4.00,ensino medio,divorciado,menos que $40K,blue,43.00,6.00,4.00,3.00,"5,908.57","3,313.58",72.00
1809,35.00,F,2.00,sem educacao formal,casado,menos que $40K,blue,21.00,6.00,3.00,2.00,"5,825.61","2,820.18",62.00
1810,28.00,M,.00,doutorado,casado,$40K - $60K,blue,16.00,5.00,3.00,1.00,"3,665.20","1,813.90",31.00
1811,37.00,M,3.00,sem educacao formal,casado,$80K - $120K,blue,31.00,4.00,2.00,2.00,"3,797.48","2,555.96",44.00
1812,39.00,M,3.00,mestrado,casado,$40K - $60K,blue,28.00,4.00,4.00,3.00,"3,478.92","2,133.66",54.00
1813,31.00,M,1.00,doutorado,solteiro,$40K - $60K,blue,20.00,5.00,3.00,3.00,"13,734.93","2,566.06",74.00
1814,37.00,M,3.00,mestrado,casado,$60K - $80K,blue,23.00,4.00,2.00,3.00,"3,034.26","2,058.80",49.00
1815,39.00,M,4.00,mestrado,casado,menos que $40K,blue,32.00,4.00,4.00,1.00,"2,973.56","2,593.73",57.00
1816,38.00,M,2.00,mestrado,casado,$80K - $120K,blue,31.00,4.00,2.00,1.00,"24,296.82","1,886.69",48.00
1817,35.00,M,3.00,mestrado,solteiro,$40K - $60K,blue,30.00,3.00,3.00,1.00,"8,969.76","2,568.73",59.00
1818,30.00,M,.00,mestrado,casado,menos que $40K,blue,36.00,3.00,2.00,3.00,"2,550.77","1,870.15",51.00
1819,48.00,F,3.00,doutorado,casado,menos que $40K,silver,35.00,5.00,3.00,1.00,"10,357.97",911.09,25.00
1820,33.00,F,2.00,sem educacao formal,na,menos que $40K,blue,21.00,5.00,4.00,1.00,"1,475.44","1,896.04",33.00
1821,47.00,M,3.00,na,solteiro,$40K - $60K,blue,36.00,3.00,2.00,6.00,"5,154.68","1,694.44",32.00
1822,37.00,F,2.00,ensino medio,solteiro,menos que $40K,blue,36.00,6.00,4.00,2.00,"3,586.79","2,780.79",57.00
1823,38.00,M,3.00,na,casado,$60K - $80K,blue,28.00,3.00,2.00,1.00,"4,646.04","2,234.74",35.00
1824,39.00,M,3.00,graduacao,solteiro,$40K - $60K,blue,28.00,6.00,2.00,2.00,"1,640.28","3,124.78",66.00
1825,34.00,M,2.00,na,casado,$60K - $80K,blue,36.00,5.00,4.00,2.00,"2,379.94","2,966.57",50.00
1826,65.00,M,.00,mestrado,solteiro,menos que $40K,blue,56.00,3.00,2.00,3.00,"3,422.81","1,973.97",59.00
1827,43.00,M,3.00,mestrado,na,$60K - $80K,blue,28.00,3.00,3.00,2.00,"4,365.79","1,720.08",40.00
1828,38.00,M,2.00,sem educacao formal,solteiro,$80K - $120K,blue,33.00,1.00,4.00,4.00,"32,938.39","1,137.00",26.00
1829,48.00,M,4.00,doutorado,na,$40K - $60K,blue,44.00,6.00,4.00,2.00,"6,710.05","1,727.84",37.00
1830,38.00,M,1.00,mestrado,casado,$60K - $80K,blue,36.00,6.00,4.00,3.00,"2,507.44","1,999.00",34.00
1831,65.00,F,.00,mestrado,divorciado,menos que $40K,blue,56.00,3.00,3.00,6.00,"6,184.02","1,712.60",27.00
1832,36.00,F,2.00,na,casado,menos que $40K,blue,29.00,6.00,4.00,3.00,"2,029.19","1,802.25",40.00
1833,35.00,M,3.00,mestrado,solteiro,$40K - $60K,silver,17.00,6.00,2.00,3.00,"16,659.50","2,551.32",74.00
1834,58.00,F,1.00,mestrado,casado,menos que $40K,blue,46.00,4.00,2.00,2.00,"2,203.77","1,788.43",45.00
1835,54.00,F,3.00,ensino medio,casado,na,blue,38.00,4.00,4.00,2.00,"5,122.39","1,908.34",39.00
1836,53.00,M,1.00,mestrado,casado,$80K - $120K,blue,48.00,4.00,3.00,1.00,"3,074.46","1,377.98",38.00
1837,38.00,M,3.00,doutorado,casado,$60K - $80K,blue,36.00,4.00,2.00,3.00,"2,584.10","1,843.85",28.00
1838,31.00,M,1.00,na,solteiro,$40K - $60K,blue,26.00,4.00,2.00,1.00,"2,037.82","2,563.37",64.00
1839,34.00,M,1.00,mestrado,casado,$120K +,blue,29.00,4.00,2.00,3.00,"14,938.39","1,930.66",36.00
1840,38.00,M,3.00,na,casado,$60K - $80K,blue,31.00,6.00,2.00,1.00,"2,014.44","2,460.81",52.00
1841,39.00,M,2.00,ensino medio,solteiro,$60K - $80K,blue,34.00,3.00,3.00,4.00,"1,818.60","2,054.43",55.00
1842,37.00,M,2.00,mestrado,solteiro,$80K - $120K,blue,36.00,4.00,4.00,1.00,"14,926.15","2,405.65",55.00
1843,51.00,F,1.00,ensino medio,solteiro,menos que $40K,blue,43.00,4.00,2.00,3.00,"2,827.56","3,291.44",55.00
1844,53.00,F,3.00,sem educacao formal,casado,menos que $40K,blue,42.00,3.00,4.00,2.00,"2,773.93","1,197.41",25.00
1845,53.00,M,.00,mestrado,casado,$80K - $120K,blue,41.00,3.00,2.00,3.00,"16,033.42","1,158.14",31.00
1846,65.00,M,1.00,mestrado,casado,menos que $40K,blue,54.00,5.00,4.00,3.00,"3,213.45","1,855.62",39.00
1847,33.00,F,3.00,ensino medio,divorciado,menos que $40K,blue,26.00,5.00,3.00,1.00,"3,616.38","3,133.69",72.00
1848,37.00,M,3.00,doutorado,solteiro,$60K - $80K,blue,30.00,6.00,3.00,1.00,"5,924.93","3,305.71",80.00
1849,47.00,M,4.00,mestrado,casado,$40K - $60K,blue,41.00,5.00,4.00,3.00,"14,535.71","2,970.76",76.00
1850,59.00,F,.00,ensino medio,casado,menos que $40K,blue,49.00,6.00,4.00,2.00,"2,833.83","1,335.07",23.00
1851,59.00,F,.00,doutorado,casado,menos que $40K,blue,49.00,5.00,3.00,2.00,"1,479.99","1,621.73",32.00
1852,34.00,F,3.00,doutorado,solteiro,na,blue,29.00,3.00,4.00,1.00,"1,617.35","2,546.41",55.00
1853,26.00,M,.00,sem educacao formal,solteiro,menos que $40K,blue,13.00,4.00,4.00,4.00,"2,237.69","2,192.55",36.00
1854,45.00,M,4.00,graduacao,solteiro,$120K +,blue,40.00,3.00,3.00,3.00,"2,900.46","4,686.93",64.00
1855,54.00,F,2.00,mestrado,casado,na,blue,45.00,4.00,2.00,3.00,"13,126.02","1,836.23",37.00
1856,52.00,M,2.00,doutorado,solteiro,$80K - $120K,blue,40.00,6.00,3.00,1.00,"8,695.54","2,030.49",58.00
1857,47.00,M,3.00,ensino medio,casado,$40K - $60K,blue,41.00,6.00,4.00,3.00,"6,692.24","3,902.94",76.00
1858,57.00,F,4.00,na,casado,menos que $40K,blue,36.00,3.00,2.00,1.00,"2,159.31","1,353.12",30.00
1859,34.00,M,5.00,mestrado,casado,$60K - $80K,blue,27.00,5.00,2.00,2.00,"2,501.74","1,850.11",34.00
1860,36.00,M,.00,graduacao,casado,$80K - $120K,blue,27.00,3.00,2.00,3.00,"6,338.10","1,715.25",39.00
1861,36.00,F,.00,sem educacao formal,divorciado,$40K - $60K,blue,30.00,1.00,4.00,3.00,"2,190.99","1,412.18",38.00
1862,57.00,F,3.00,sem educacao formal,casado,$40K - $60K,blue,49.00,4.00,3.00,2.00,"7,578.20","1,325.96",29.00
1863,29.00,M,1.00,doutorado,casado,menos que $40K,blue,18.00,4.00,2.00,3.00,"2,963.01","2,523.33",48.00
1864,37.00,M,3.00,mestrado,casado,$80K - $120K,blue,20.00,3.00,3.00,3.00,"8,260.38","2,323.64",47.00
1865,46.00,F,2.00,mestrado,solteiro,menos que $40K,blue,36.00,3.00,3.00,4.00,"8,309.29","1,165.03",35.00
1866,55.00,M,.00,ensino medio,casado,$80K - $120K,blue,35.00,5.00,4.00,1.00,"3,864.92","1,018.86",32.00
1867,56.00,M,3.00,mestrado,casado,$80K - $120K,blue,47.00,6.00,3.00,3.00,"10,230.86","1,484.34",34.00
1868,32.00,M,.00,ensino medio,casado,$120K +,blue,27.00,3.00,4.00,3.00,"22,382.75",695.31,10.00
1869,39.00,M,4.00,sem educacao formal,casado,$120K +,blue,36.00,6.00,2.00,3.00,"25,790.98","2,443.19",70.00
1870,63.00,F,1.00,mestrado,casado,menos que $40K,blue,53.00,6.00,3.00,1.00,"2,675.25","1,959.52",56.00
1871,49.00,F,3.00,na,divorciado,menos que $40K,blue,38.00,3.00,4.00,3.00,"1,652.35","1,771.45",47.00
1872,38.00,M,2.00,ensino medio,casado,$60K - $80K,blue,26.00,4.00,3.00,1.00,"5,815.24","1,604.68",42.00
1873,60.00,M,.00,sem educacao formal,casado,menos que $40K,blue,52.00,5.00,2.00,1.00,"2,595.17","1,562.88",27.00
1874,38.00,M,3.00,sem educacao formal,casado,$60K - $80K,blue,36.00,5.00,3.00,2.00,"3,421.64","2,269.43",39.00
1875,63.00,M,2.00,ensino medio,casado,$80K - $120K,blue,51.00,4.00,3.00,2.00,"6,922.63","1,449.47",28.00
1876,43.00,F,2.00,graduacao,casado,menos que $40K,blue,36.00,6.00,4.00,2.00,"6,979.82","1,665.68",44.00
1877,39.00,F,2.00,mestrado,casado,menos que $40K,blue,34.00,4.00,4.00,3.00,"2,594.79","1,457.99",43.00
1878,35.00,F,4.00,ensino medio,solteiro,na,blue,24.00,5.00,4.00,2.00,"16,915.00","2,795.71",55.00
1879,45.00,M,2.00,graduacao,divorciado,$80K - $120K,blue,39.00,3.00,4.00,4.00,"34,516.73","1,041.56",27.00
1880,35.00,F,1.00,mestrado,casado,$40K - $60K,blue,29.00,4.00,2.00,2.00,"2,523.56","2,005.45",50.00
1881,48.00,F,3.00,mestrado,casado,$40K - $60K,blue,39.00,2.00,3.00,4.00,"6,235.65","1,225.43",34.00
1882,26.00,M,1.00,ensino medio,solteiro,$40K - $60K,blue,13.00,6.00,4.00,2.00,"1,473.78","2,099.29",39.00
1883,36.00,M,3.00,graduacao,casado,$120K +,blue,26.00,3.00,3.00,2.00,"17,116.02","2,547.11",45.00
1884,37.00,M,2.00,graduacao,casado,$80K - $120K,blue,17.00,5.00,2.00,3.00,"4,631.70","2,864.57",37.00
1885,39.00,M,2.00,na,casado,$60K - $80K,blue,19.00,3.00,2.00,3.00,"3,047.57","1,602.37",37.00
1886,49.00,M,4.00,ensino medio,divorciado,$80K - $120K,blue,37.00,5.00,2.00,2.00,"32,338.13","3,013.06",83.00
1887,56.00,M,3.00,sem educacao formal,casado,$60K - $80K,blue,36.00,5.00,3.00,3.00,"2,253.16","1,324.73",38.00
1888,45.00,M,2.00,graduacao,casado,$60K - $80K,blue,38.00,4.00,4.00,6.00,"16,611.51","1,960.04",48.00
1889,34.00,M,2.00,ensino medio,solteiro,na,blue,36.00,3.00,2.00,4.00,"22,886.61","2,652.40",61.00
1890,29.00,M,.00,na,divorciado,$80K - $120K,blue,14.00,6.00,3.00,3.00,"3,544.52","2,435.64",63.00
1891,28.00,M,.00,ensino medio,solteiro,menos que $40K,blue,19.00,3.00,4.00,3.00,"3,480.12","2,744.10",75.00
1892,65.00,F,.00,doutorado,casado,menos que $40K,blue,56.00,5.00,2.00,3.00,"3,549.64","1,215.22",22.00
1893,26.00,F,1.00,graduacao,solteiro,menos que $40K,blue,15.00,5.00,4.00,2.00,"1,438.78","2,856.99",39.00
1894,57.00,F,3.00,sem educacao formal,casado,menos que $40K,blue,36.00,6.00,3.00,2.00,"3,136.05","1,260.07",34.00
1895,47.00,M,3.00,mestrado,solteiro,$120K +,blue,36.00,6.00,4.00,2.00,"34,516.19","1,804.19",32.00
1896,54.00,F,1.00,mestrado,casado,menos que $40K,blue,48.00,4.00,2.00,3.00,"6,814.49","1,339.06",30.00
1897,48.00,M,2.00,na,casado,$120K +,silver,32.00,3.00,4.00,2.00,"34,516.87","3,093.28",66.00
1898,36.00,F,1.00,ensino medio,casado,na,blue,36.00,6.00,4.00,3.00,"8,500.06","1,618.10",37.00
1899,43.00,M,3.00,mestrado,casado,$80K - $120K,blue,33.00,3.00,2.00,3.00,"28,170.37","1,013.54",28.00
1900,54.00,F,2.00,mestrado,solteiro,menos que $40K,blue,48.00,6.00,4.00,1.00,"6,610.43","3,328.43",69.00
1901,37.00,M,1.00,graduacao,solteiro,$60K - $80K,blue,26.00,6.00,2.00,3.00,"15,755.30","2,061.48",61.00
1902,33.00,M,3.00,mestrado,casado,$80K - $120K,blue,36.00,5.00,4.00,3.00,"2,711.14","1,567.81",42.00
1903,38.00,M,2.00,graduacao,casado,$40K - $60K,blue,25.00,4.00,4.00,1.00,"3,735.52","1,573.18",35.00
1904,36.00,M,4.00,mestrado,solteiro,$80K - $120K,blue,36.00,5.00,2.00,3.00,"10,216.70","2,568.19",69.00
1905,40.00,F,3.00,mestrado,casado,na,blue,28.00,6.00,2.00,1.00,"20,420.56","1,804.74",41.00
1906,37.00,M,2.00,mestrado,casado,$120K +,blue,30.00,2.00,4.00,4.00,"13,662.61",725.03,22.00
1907,26.00,F,.00,ensino medio,solteiro,na,blue,13.00,4.00,3.00,3.00,"3,038.59","2,243.15",38.00
1908,45.00,M,3.00,ensino medio,solteiro,$60K - $80K,blue,35.00,5.00,3.00,3.00,"7,050.46","1,236.30",36.00
1909,26.00,M,.00,ensino medio,solteiro,menos que $40K,blue,13.00,6.00,4.00,1.00,"1,775.18","2,169.34",43.00
1910,42.00,M,3.00,mestrado,solteiro,$40K - $60K,blue,30.00,6.00,2.00,2.00,"8,960.26","1,488.66",26.00
1911,33.00,M,2.00,graduacao,casado,$80K - $120K,blue,36.00,3.00,2.00,1.00,"2,355.64","1,765.86",27.00
1912,57.00,F,4.00,ensino medio,casado,$40K - $60K,blue,47.00,5.00,4.00,2.00,"6,803.46","1,476.64",30.00
1913,55.00,M,2.00,mestrado,casado,$60K - $80K,blue,50.00,5.00,4.00,2.00,"2,145.28","1,275.28",31.00
1914,40.00,M,3.00,sem educacao formal,solteiro,$80K - $120K,blue,36.00,5.00,3.00,2.00,"3,919.26","1,872.01",51.00
1915,32.00,M,1.00,ensino medio,solteiro,menos que $40K,blue,23.00,3.00,3.00,2.00,"4,500.55","2,439.01",63.00
1916,62.00,F,1.00,ensino medio,casado,menos que $40K,blue,54.00,3.00,4.00,3.00,"2,941.94","1,453.56",27.00
1917,26.00,M,.00,mestrado,solteiro,$60K - $80K,blue,13.00,3.00,3.00,3.00,"7,102.92","2,411.25",41.00
1918,37.00,M,3.00,ensino medio,casado,menos que $40K,blue,26.00,3.00,4.00,3.00,"6,866.70",862.91,13.00
1919,57.00,M,1.00,doutorado,casado,$80K - $120K,blue,52.00,3.00,3.00,2.00,"10,378.39","1,306.84",32.00
1920,47.00,F,3.00,ensino medio,casado,na,blue,43.00,4.00,2.00,3.00,"13,473.25","1,593.98",46.00
1921,47.00,M,4.00,mestrado,casado,$80K - $120K,blue,34.00,6.00,3.00,3.00,"18,178.13","1,837.54",37.00
1922,48.00,F,2.00,mestrado,solteiro,na,blue,43.00,5.00,4.00,3.00,"8,171.96","1,909.71",52.00
1923,49.00,F,4.00,sem educacao formal,casado,menos que $40K,blue,36.00,6.00,3.00,3.00,"1,438.83","2,170.61",41.00
1924,35.00,M,3.00,mestrado,casado,$80K - $120K,blue,20.00,5.00,4.00,3.00,"8,082.96","1,725.35",29.00
1925,57.00,M,3.00,na,divorciado,$60K - $80K,blue,48.00,5.00,3.00,2.00,"24,589.92","4,291.31",78.00
1926,62.00,F,.00,mestrado,solteiro,na,silver,49.00,5.00,2.00,1.00,"30,310.45","3,703.36",91.00
1927,55.00,F,2.00,graduacao,casado,menos que $40K,blue,36.00,6.00,4.00,3.00,"2,967.80","2,177.24",59.00
1928,36.00,M,2.00,mestrado,casado,$60K - $80K,blue,17.00,5.00,3.00,2.00,"3,092.44","2,883.89",61.00
1929,54.00,M,1.00,ensino medio,casado,$80K - $120K,blue,42.00,5.00,2.00,3.00,"1,618.11","1,515.06",31.00
1930,30.00,F,.00,mestrado,casado,menos que $40K,blue,23.00,5.00,3.00,2.00,"2,498.35","2,048.09",35.00
1931,46.00,M,3.00,mestrado,casado,$40K - $60K,blue,41.00,5.00,2.00,2.00,"2,564.80","2,038.27",45.00
1932,43.00,M,3.00,mestrado,casado,$80K - $120K,blue,34.00,3.00,4.00,4.00,"10,540.39","1,980.48",45.00
1933,34.00,M,2.00,mestrado,casado,$120K +,blue,28.00,4.00,3.00,3.00,"13,384.13","1,899.32",33.00
1934,55.00,M,3.00,mestrado,casado,$80K - $120K,blue,48.00,5.00,4.00,2.00,"16,208.79","1,842.85",56.00
1935,36.00,F,2.00,na,casado,menos que $40K,blue,27.00,3.00,4.00,3.00,"3,049.91","2,617.73",48.00
1936,44.00,M,1.00,mestrado,casado,$80K - $120K,blue,33.00,5.00,3.00,4.00,"19,214.17","3,407.09",47.00
1937,39.00,M,2.00,na,casado,$60K - $80K,blue,25.00,5.00,3.00,2.00,"3,071.26","1,765.96",36.00
1938,34.00,M,2.00,mestrado,solteiro,$80K - $120K,blue,29.00,3.00,3.00,1.00,"13,395.43","2,650.58",69.00
1939,40.00,M,3.00,mestrado,casado,$60K - $80K,blue,31.00,6.00,4.00,3.00,"17,126.12","3,891.88",79.00
1940,42.00,M,2.00,graduacao,solteiro,$60K - $80K,blue,36.00,5.00,2.00,3.00,"8,083.38","3,942.18",84.00
1941,36.00,M,3.00,mestrado,divorciado,$40K - $60K,blue,28.00,4.00,3.00,2.00,"8,995.95","2,398.78",61.00
1942,26.00,F,1.00,ensino medio,solteiro,menos que $40K,blue,13.00,3.00,3.00,2.00,"2,404.95","2,692.07",63.00
1943,42.00,M,1.00,ensino medio,casado,$40K - $60K,blue,32.00,4.00,2.00,2.00,"2,807.12","1,346.93",26.00
1944,55.00,M,.00,mestrado,casado,$40K - $60K,blue,36.00,3.00,2.00,3.00,"3,097.29","1,390.76",24.00
1945,45.00,M,3.00,na,solteiro,$80K - $120K,blue,37.00,6.00,2.00,2.00,"10,651.53","2,073.47",54.00
1946,61.00,M,2.00,ensino medio,solteiro,$60K - $80K,blue,47.00,5.00,3.00,2.00,"2,175.14","3,994.13",64.00
1947,41.00,M,4.00,graduacao,casado,$120K +,blue,28.00,5.00,.00,3.00,"28,020.01","1,723.69",36.00
1948,35.00,F,1.00,mestrado,solteiro,menos que $40K,blue,23.00,4.00,3.00,3.00,"2,640.69","3,116.07",80.00
1949,34.00,M,2.00,mestrado,solteiro,$120K +,blue,27.00,3.00,4.00,1.00,"31,313.86","2,555.26",62.00
1950,37.00,M,2.00,ensino medio,casado,$80K - $120K,blue,31.00,3.00,4.00,2.00,"7,304.46","2,717.91",63.00
1951,46.00,M,2.00,sem educacao formal,na,$60K - $80K,blue,32.00,6.00,3.00,2.00,"3,254.13",967.76,24.00
1952,26.00,M,1.00,graduacao,divorciado,$40K - $60K,blue,21.00,3.00,2.00,3.00,"1,438.65","2,660.89",89.00
1953,54.00,F,3.00,ensino medio,casado,menos que $40K,blue,41.00,5.00,4.00,4.00,"3,161.25","2,412.06",62.00
1954,47.00,F,3.00,mestrado,solteiro,menos que $40K,blue,36.00,5.00,4.00,3.00,"7,246.31",777.75,13.00
1955,56.00,F,5.00,mestrado,casado,menos que $40K,blue,36.00,5.00,4.00,4.00,"3,088.30","2,292.65",54.00
1956,42.00,F,4.00,na,solteiro,menos que $40K,silver,32.00,6.00,2.00,3.00,"13,719.28","3,774.21",63.00
1957,30.00,M,1.00,na,casado,$40K - $60K,blue,18.00,5.00,3.00,1.00,"4,726.75","1,723.13",31.00
1958,32.00,M,1.00,na,casado,menos que $40K,blue,36.00,5.00,3.00,3.00,"6,100.37","1,668.34",32.00
1959,40.00,M,2.00,ensino medio,solteiro,$80K - $120K,blue,28.00,6.00,4.00,2.00,"19,279.21","1,777.67",56.00
1960,33.00,F,1.00,mestrado,casado,menos que $40K,blue,20.00,3.00,4.00,2.00,"3,792.24","1,888.94",39.00
1961,64.00,M,.00,mestrado,casado,menos que $40K,blue,53.00,3.00,4.00,3.00,"2,084.28","1,597.48",37.00
1962,33.00,M,1.00,ensino medio,solteiro,$80K - $120K,blue,28.00,4.00,3.00,3.00,"34,516.18","2,804.64",70.00
1963,52.00,M,3.00,doutorado,casado,$80K - $120K,blue,43.00,5.00,2.00,2.00,"6,849.88","1,651.45",43.00
1964,59.00,F,.00,sem educacao formal,casado,menos que $40K,blue,39.00,6.00,4.00,3.00,"2,417.27","2,367.77",50.00
1965,41.00,F,4.00,sem educacao formal,solteiro,na,blue,33.00,6.00,3.00,4.00,"5,802.91","3,386.99",53.00
1966,38.00,M,2.00,na,casado,$40K - $60K,blue,31.00,3.00,2.00,2.00,"2,919.58","2,399.96",57.00
1967,29.00,M,2.00,mestrado,divorciado,menos que $40K,blue,20.00,4.00,2.00,1.00,"2,462.87","2,320.65",57.00
1968,43.00,F,3.00,doutorado,casado,na,blue,38.00,3.00,2.00,4.00,"1,947.76","2,120.00",52.00
1969,40.00,M,3.00,ensino medio,solteiro,$80K - $120K,blue,29.00,2.00,4.00,2.00,"18,563.58","2,395.68",45.00
1970,37.00,F,1.00,mestrado,casado,menos que $40K,blue,36.00,3.00,3.00,3.00,"3,992.26","2,181.77",32.00
1971,32.00,M,1.00,ensino medio,casado,menos que $40K,blue,14.00,4.00,2.00,2.00,"3,568.67","1,913.48",35.00
1972,36.00,M,2.00,mestrado,solteiro,$60K - $80K,blue,27.00,3.00,2.00,3.00,"7,776.33","3,063.17",87.00
1973,58.00,M,.00,ensino medio,na,$40K - $60K,blue,42.00,3.00,3.00,2.00,"1,438.31","1,088.65",22.00
1974,53.00,M,3.00,ensino medio,casado,$80K - $120K,blue,36.00,3.00,3.00,3.00,"9,355.73","1,138.35",38.00
1975,37.00,F,3.00,na,solteiro,na,blue,32.00,3.00,4.00,4.00,"19,636.49","2,595.19",58.00
1976,47.00,M,2.00,na,solteiro,$40K - $60K,blue,36.00,6.00,3.00,3.00,"7,327.73","1,788.81",46.00
1977,36.00,M,1.00,sem educacao formal,solteiro,$120K +,blue,25.00,6.00,2.00,3.00,"7,049.99","2,602.45",51.00
1978,26.00,F,.00,sem educacao formal,solteiro,$40K - $60K,blue,18.00,4.00,2.00,3.00,"2,033.93","2,236.94",55.00
1979,38.00,F,1.00,mestrado,casado,$40K - $60K,blue,20.00,5.00,3.00,1.00,"5,153.12","3,095.49",63.00
1980,32.00,F,.00,ensino medio,casado,$40K - $60K,blue,22.00,4.00,2.00,2.00,"2,062.95","2,397.65",41.00
1981,37.00,F,3.00,mestrado,solteiro,menos que $40K,blue,31.00,3.00,4.00,3.00,"2,005.21","2,439.16",61.00
1982,26.00,M,1.00,na,solteiro,menos que $40K,blue,13.00,6.00,3.00,2.00,"2,479.88","2,225.13",44.00
1983,55.00,F,1.00,mestrado,casado,$40K - $60K,blue,46.00,5.00,4.00,4.00,"4,589.49","1,569.25",33.00
